"","rate","views","length","ratings"
"7446",4.2,2060,314,25
"7447",4,6805,502,8
"7448",4.47,9132,224,72
"7449",3.9,188180,120,677
"7450",4.2,1549,30,15
"7451",4.66,6949,202,29
"7452",3.88,2239,520,32
"7453",4.83,5075,241,24
"7454",4.88,79311,214,248
"7455",4.87,122365,135,119
"7456",4.67,238840,165,437
"7457",4.86,153536,206,288
"7458",4.83,221123,153,331
"7459",4.81,186259,244,327
"7460",4.75,187548,195,367
"7461",4.85,59423,261,169
"7462",4.74,249792,157,377
"7463",4.79,30942,305,66
"7464",4.66,289859,201,290
"7465",4.72,52594,248,192
"7466",4.76,127467,179,205
"7467",4.94,28508,245,64
"7468",4.66,94992,224,136
"7469",4.79,47040,115,87
"7470",4.58,68786,206,176
"7471",4.46,77951,184,123
"7472",3.71,4775,627,68
"7473",4.92,2061,655,39
"7474",4.75,1472,632,16
"7475",5,663,605,6
"7476",4.83,6905,395,12
"7477",3.27,1582,156,67
"7478",3.81,27303,65,16
"7479",5,627,481,6
"7480",3,1672,10,2
"7481",5,5486,274,13
"7482",5,873,525,8
"7483",4.88,2699,143,16
"7484",4.6,777,637,10
"7485",2.33,1300,113,3
"7486",5,396,443,8
"7487",4.71,1508,655,14
"7488",4.67,4264,232,6
"7489",4.67,298,645,6
"7490",3.53,6378,512,66
"7491",4.23,11478,559,83
"7492",4.21,2207,195,24
"7493",2.69,5742,122,26
"7494",4.49,738,440,47
"7495",3.71,253,30,7
"7496",4.47,533,191,15
"7497",5,735,172,9
"7498",4.43,427,269,7
"7499",4.06,736,221,17
"7500",3.91,308,315,11
"7501",4.9,109088,90,282
"7502",4.11,9649,142,18
"7503",4.6,1247,208,10
"7504",4.36,12175,171,33
"7505",4.44,1018,211,9
"7506",3.73,3347,71,15
"7507",5,184,59,1
"7508",5,558,92,2
"7509",3.9,21265,154,63
"7510",3.91,14659,74,11
"7511",4.69,1541,97,13
"7512",4.28,10729,65,29
"7513",4,243,193,1
"7514",2.76,25575,244,63
"7515",4.55,5504,45,22
"7516",5,214,66,1
"7517",0,801,45,0
"7518",4.34,9286,210,32
"7519",5,102,248,2
"7520",5,449,196,2
"7521",5,118,244,3
"7522",5,246,98,4
"7523",4.84,2857,205,19
"7524",5,400,184,1
"7525",5,388,410,5
"7526",4.83,4972,149,12
"7527",0,100,115,0
"7528",4.89,23440,224,62
"7529",4.67,636,197,6
"7530",0,98,111,0
"7531",4.88,487458,203,663
"7532",4.18,138216,183,89
"7533",5,2647,261,2
"7534",5,2420,326,3
"7535",5,748,335,9
"7536",2.8,9055,95,10
"7537",3.67,1517,280,6
"7538",3.5,6576,171,20
"7539",4.33,5494,225,24
"7540",3.57,2436,252,7
"7541",4.76,9312,131,17
"7542",0,55,103,0
"7543",0,394,602,0
"7544",2.78,17518,29,9
"7545",5,133,117,1
"7546",1,36,343,1
"7547",5,67,32,1
"7548",3,764,274,2
"7549",4.38,5273,216,24
"7550",0,16,59,0
"7551",0,126,57,0
"7552",5,595,132,20
"7553",0,581,210,0
"7554",5,142,242,1
"7555",0,570,58,0
"7556",5,42268,3,23
"7557",5,3652,17,6
"7558",5,5662,10,7
"7559",0,788,13,0
"7560",5,1105,3,3
"7561",4.33,5085,4,3
"7562",4,2184,4,1
"7563",5,1282,9,1
"7564",5,1605,12,3
"7565",5,4694,9,11
"7566",5,4669,4,2
"7567",5,1113,10,6
"7568",4.5,1137,4,2
"7569",5,1208,8,2
"7570",3.55,26149,2,40
"7571",5,1234,34,3
"7572",4.83,2570,11,6
"7573",5,2005,10,4
"7574",0,817,4,0
"7575",5,748,7,2
"7576",5,776,7,2
"7577",3.83,10550,73,30
"7578",5,1775,16,7
"7579",4.71,6738,36,14
"7580",5,718,10,5
"7581",5,4129,9,2
"7582",5,1364,9,3
"7583",4.83,15530,9,18
"7584",4,4102,153,4
"7585",4.67,5732,11,6
"7586",0,1198,11,0
"7587",5,1696,13,3
"7588",4.75,821,24,4
"7589",5,5265,8,5
"7590",5,1866,28,6
"7591",4.77,35413,95,71
"7592",5,5165,30,10
"7593",4.71,10703,227,14
"7594",5,1311,14,7
"7595",5,387,8,6
"7596",5,929,12,2
"7597",4.8,1368,11,5
"7598",5,2761,14,3
"7599",4.8,5363,10,5
"7600",5,3016,8,3
"7601",5,44418,11,63
"7602",5,4108,14,9
"7603",5,1042,15,1
"7604",3.67,7046,7,3
"7605",5,1574,42,4
"7606",4.2,2770,14,5
"7607",4.83,1568,64,6
"7608",4.93,10840,28,29
"7609",5,1351,16,1
"7610",5,2692,26,4
"7611",5,1946,11,5
"7612",5,2125,19,1
"7613",5,11566,71,7
"7614",5,7643,30,5
"7615",5,3186,3,4
"7616",5,6685,8,6
"7617",4.71,1875,299,7
"7618",4.94,20015,30,35
"7619",5,4041,11,8
"7620",5,952,42,3
"7621",5,1607,13,2
"7622",5,723,12,3
"7623",5,3727,5,1
"7624",0,1047,4,0
"7625",0,671,543,0
"7626",5,7086,8,8
"7627",3.75,4129,13,4
"7628",5,1315,12,2
"7629",5,1305,30,3
"7630",4.5,3276,6,6
"7631",5,618,10,1
"7632",3.58,42899,20,77
"7633",4.6,1774,3,5
"7634",3,1228,13,1
"7635",5,956,115,1
"7636",4.11,3798,31,9
"7637",5,771,6,1
"7638",5,2362,66,5
"7639",4.83,14851,20,23
"7640",4.33,1880,5,3
"7641",4.33,16250,4,15
"7642",4,421,5,4
"7643",5,533,10,1
"7644",5,2267,127,1
"7645",5,815,30,2
"7646",5,1192,4,2
"7647",0,248,30,0
"7648",5,2126,7,4
"7649",5,1613,4,3
"7650",5,2729,33,6
"7651",5,2677,122,5
"7652",5,1616,11,1
"7653",4.8,2073,5,5
"7654",5,1093,6,6
"7655",5,423,4,2
"7656",5,10190,9,2
"7657",1,283,48,1
"7658",4.95,10319,122,21
"7659",3,259,239,2
"7660",4.62,65310,183,120
"7661",4.4,1122,54,5
"7662",5,320,24,1
"7663",0,63,17,0
"7664",4.67,229,91,3
"7665",5,249,82,2
"7666",4.5,1245,56,2
"7667",4.6,3511,77,15
"7668",0,31,86,0
"7669",5,170,32,2
"7670",3.67,1913,45,3
"7671",3,413,28,1
"7672",3.75,401,80,4
"7673",5,225,29,1
"7674",0,240,56,0
"7675",4.9,14320,44,50
"7676",4.86,3696,40,7
"7677",4.67,6507,61,12
"7678",4.4,1096,63,5
"7679",3.22,3893,56,9
"7680",4,500,86,1
"7681",5,7295,65,9
"7682",4.5,1010,59,2
"7683",4.75,7154,41,20
"7684",0,1237,29,0
"7685",0,519,41,0
"7686",5,5619,30,10
"7687",4.33,532,58,3
"7688",5,228,73,1
"7689",5,334,86,2
"7690",3,618,12,2
"7691",0,147,47,0
"7692",0,64,32,0
"7693",0,119,91,0
"7694",5,168,406,1
"7695",3,1301,29,3
"7696",0,176,20,0
"7697",4,379,252,2
"7698",0,267,80,0
"7699",4.75,1862,15,4
"7700",5,69,14,1
"7701",5,559,345,2
"7702",4.44,83667,372,545
"7703",4.79,44082,255,120
"7704",4.88,609,200,25
"7705",5,81,31,1
"7706",0,242,153,0
"7707",1,40,14,1
"7708",4,15,36,1
"7709",1.67,1064,145,3
"7710",4.81,58312,519,88
"7711",5,4089,385,6
"7712",5,9474,55,1
"7713",5,6699,686,4
"7714",4.67,1153,401,3
"7715",4.75,20491,122,20
"7716",4.89,8896,169,9
"7717",5,3487,510,10
"7718",4.73,14151,205,15
"7719",4.44,4590,592,9
"7720",3.97,128076,84,59
"7721",0,742,157,0
"7722",5,3094,368,6
"7723",4.69,4081,598,13
"7724",5,798,191,5
"7725",4.75,661115,208,1316
"7726",5,343,133,6
"7727",5,184,187,3
"7728",0,96,220,0
"7729",5,1584,125,8
"7730",5,691,225,7
"7731",4.1,12331,60,10
"7732",5,173,109,1
"7733",5,229,227,1
"7734",0,113,82,0
"7735",2.94,5643,265,17
"7736",3.12,940,153,8
"7737",5,331,225,2
"7738",4,322,254,8
"7739",5,301,256,4
"7740",5,112,305,1
"7741",5,630,147,5
"7742",0,14,76,0
"7743",4.86,2683,438,7
"7744",4.75,88,196,8
"7745",0,63,143,0
"7746",5,89,185,4
"7747",4.5,91,306,2
"7748",4,1551,243,1
"7749",5,1036,288,2
"7750",5,592,229,1
"7751",0,487,425,0
"7752",5,3619,330,2
"7753",2.93,6658,187,14
"7754",3.67,1031,313,3
"7755",0,409,344,0
"7756",4.95,14428,190,22
"7757",5,765,126,1
"7758",0,424,430,0
"7759",0,363,200,0
"7760",4.5,11955,383,8
"7761",0,468,503,0
"7762",0,598,162,0
"7763",3,1940,346,2
"7764",0,1516,428,0
"7765",4.18,28104,368,17
"7766",4.67,610,255,3
"7767",5,2142,493,5
"7768",0,284,44,0
"7769",5,930,297,1
"7770",0,163,83,0
"7771",0,722,239,0
"7772",0,497,147,0
"7773",0,291,21,0
"7774",0,459,101,0
"7775",0,213,106,0
"7776",0,106,8,0
"7777",0,1538,240,0
"7778",0,550,363,0
"7779",0,441,239,0
"7780",5,10685,25,5
"7781",1,182,99,1
"7782",4.73,4521,188,15
"7783",0,515,67,0
"7784",5,4476,127,7
"7785",5,1732,116,4
"7786",4.33,11483,144,15
"7787",5,1856,287,5
"7788",4.11,7077,199,9
"7789",3.5,7982,220,6
"7790",4,1659,240,3
"7791",0,108,17,0
"7792",0,133,162,0
"7793",0,214,205,0
"7794",3,307,337,2
"7795",0,106,32,0
"7796",4,766,145,1
"7797",0,278,548,0
"7798",0,302,135,0
"7799",4,513,38,1
"7800",5,196,278,1
"7801",4.47,30915,506,30
"7802",4.64,6609,147,22
"7803",4.7,19293,132,27
"7804",4.86,18036,181,81
"7805",5,1228,235,2
"7806",5,1348,233,5
"7807",5,3126,448,3
"7808",4.98,26297,219,54
"7809",5,1557,223,5
"7810",5,3447,230,3
"7811",5,2685,134,8
"7812",4.8,23778,141,201
"7813",4.84,23809,319,82
"7814",4.71,4160,225,17
"7815",4,3738,64,7
"7816",4.94,5149,216,17
"7817",5,6734,51,10
"7818",4.77,6347,251,26
"7819",4.91,1443,414,11
"7820",4.76,9263,263,37
"7821",4.2,1079,174,15
"7822",4.74,6941,204,368
"7823",4.8,1299,145,30
"7824",5,792,398,3
"7825",0,83,224,0
"7826",4.92,21827,22,172
"7827",3.33,159,186,6
"7828",5,423,155,1
"7829",4.89,17952,253,89
"7830",5,368,220,3
"7831",4.67,296,231,3
"7832",0,42,169,0
"7833",4.12,1748,63,8
"7834",3.56,7184,282,9
"7835",5,82,345,1
"7836",3,501,31,2
"7837",0,71,102,0
"7838",5,85,38,1
"7839",5,346,412,2
"7840",4.63,15756,70,19
"7841",4.67,98,108,3
"7842",5,61,196,3
"7843",0,28,75,0
"7844",1,515,29,1
"7845",4.58,925,378,19
"7846",4.45,908,196,20
"7847",4.81,4984,520,31
"7848",4.72,2544,475,32
"7849",4.32,6419,230,19
"7850",4.31,2036,126,26
"7851",4.22,1031,297,9
"7852",4.53,1824,185,17
"7853",4.69,2182,106,26
"7854",0,87,244,0
"7855",1,1093,39,2
"7856",4.85,1181,482,13
"7857",4.17,6709,121,6
"7858",3,447,32,2
"7859",4.77,481,178,13
"7860",4.88,3058,48,24
"7861",5,277,382,5
"7862",5,1454,320,5
"7863",4,1341,257,1
"7864",5,704,302,3
"7865",4.5,154,498,2
"7866",5,307,589,4
"7867",5,334,142,2
"7868",5,4064,598,6
"7869",4.67,4363,594,12
"7870",4,426,39,2
"7871",5,203,369,1
"7872",5,1696,134,1
"7873",4.14,8277,620,69
"7874",5,112,644,1
"7875",0,1676,322,0
"7876",0,8074,140,0
"7877",4.91,55982,595,418
"7878",4.92,34172,500,177
"7879",4.92,39404,329,376
"7880",4.93,109843,1501,853
"7881",4.92,79103,312,615
"7882",4.95,43450,339,386
"7883",5,7500,139,24
"7884",5,4393,396,36
"7885",4.92,62437,579,569
"7886",4.92,70314,560,610
"7887",4.9,91398,571,601
"7888",4.92,61381,294,382
"7889",4.91,53011,597,417
"7890",4.92,47362,599,451
"7891",4.85,28166,500,130
"7892",4.92,51474,594,423
"7893",4.92,120823,1500,853
"7894",4.77,6991,139,22
"7895",4.89,62110,595,530
"7896",4.89,4686,602,38
"7897",4.9,3869,178,41
"7898",5,4309,541,39
"7899",4.85,4994,557,47
"7900",5,4751,421,31
"7901",5,3732,347,31
"7902",4.97,3999,375,33
"7903",4.89,2647,492,9
"7904",5,3994,415,31
"7905",4.95,5118,633,43
"7906",4.88,12346,497,108
"7907",5,4590,290,42
"7908",5,4967,610,51
"7909",4.93,66326,539,413
"7910",4.93,11572,503,102
"7911",4.91,41425,171,391
"7912",4.67,1729,242,24
"7913",4.83,1819,188,18
"7914",4.92,4292,294,40
"7915",4.86,1208,185,7
"7916",4.25,851,62,4
"7917",4.36,1903,196,14
"7918",4.9,146721,1501,1031
"7919",4.92,103002,1499,671
"7920",4.86,508,445,7
"7921",4.92,514,420,12
"7922",5,569,425,13
"7923",4.8,420,459,5
"7924",5,592,409,6
"7925",4.6,1301,403,10
"7926",4.57,747,374,7
"7927",5,644,430,6
"7928",4.8,1023,471,10
"7929",4.2,879,340,5
"7930",5,326,388,7
"7931",4.64,1328,450,14
"7932",5,504,433,5
"7933",5,315,490,5
"7934",4.9,583,457,10
"7935",4.8,460,427,5
"7936",4.9,580,404,10
"7937",4.8,322,471,5
"7938",5,443,460,7
"7939",5,398,400,2
"7940",5,363,428,4
"7941",5,375,475,7
"7942",5,867,631,18
"7943",4.91,20471,462,82
"7944",5,413,431,5
"7945",5,323,438,3
"7946",5,1203,555,10
"7947",5,587,418,9
"7948",5,304,414,3
"7949",5,417,440,3
"7950",5,357,426,3
"7951",5,327,438,3
"7952",5,6833,562,23
"7953",5,433,390,7
"7954",5,302,487,3
"7955",5,315,475,4
"7956",5,122,600,3
"7957",5,311,411,3
"7958",4.83,529,528,6
"7959",4.94,3645,275,18
"7960",5,427,391,7
"7961",5,280,446,4
"7962",5,2143,333,6
"7963",5,1138,421,8
"7964",5,1431,458,11
"7965",5,1607,545,5
"7966",5,1027,399,6
"7967",5,989,366,6
"7968",4.89,5134,464,18
"7969",4.78,967,392,9
"7970",4.86,943,449,7
"7971",5,552,131,2
"7972",5,896,485,7
"7973",4.77,29405,292,66
"7974",5,1357,363,9
"7975",5,985,476,8
"7976",5,3383,291,6
"7977",5,1114,440,5
"7978",5,429,586,1
"7979",4.2,1169,643,5
"7980",4.93,78603,126,75
"7981",4.8,717,515,5
"7982",4.96,16529,539,51
"7983",5,840,511,8
"7984",5,465,504,3
"7985",4.89,880,406,9
"7986",5,908,395,8
"7987",4.82,1620,399,11
"7988",5,642,425,7
"7989",5,229,508,4
"7990",5,1500,313,14
"7991",4.91,1300,342,11
"7992",4.89,1045,373,9
"7993",0,253,599,0
"7994",0,298,495,0
"7995",0,105,395,0
"7996",0,117,511,0
"7997",0,156,426,0
"7998",0,96,409,0
"7999",5,303,424,1
"8000",0,215,600,0
"8001",0,95,509,0
"8002",5,1304,649,6
"8003",4.2,1056,591,5
"8004",5,622,186,6
"8005",4.11,706,193,9
"8006",5,973,437,8
"8007",5,251,531,4
"8008",5,959,128,1
"8009",5,825,440,2
"8010",5,145,544,3
"8011",0,550,89,0
"8012",0,205,512,0
"8013",0,16,91,0
"8014",0,49,14,0
"8015",0,83,91,0
"8016",5,1563,558,1
"8017",5,465,355,1
"8018",5,524,234,1
"8019",5,581,314,8
"8020",0,66,90,0
"8021",5,3586,39,2
"8022",5,2325,509,2
"8023",5,3755,449,1
"8024",5,10812,576,5
"8025",0,1604,242,0
"8026",5,3092,600,4
"8027",0,198,85,0
"8028",5,6615,562,6
"8029",4.33,6099,461,6
"8030",5,1786,557,2
"8031",3.1,49244,79,10
"8032",5,1098,277,6
"8033",0,63,109,0
"8034",4.75,3585,252,4
"8035",5,2149,77,3
"8036",4.8,3277,37,10
"8037",0,16,82,0
"8038",0,26,293,0
"8039",4.62,2072,184,16
"8040",5,6441,419,6
"8041",4.86,23261,134,442
"8042",5,643,348,4
"8043",4.5,5523,311,10
"8044",3.44,35942,16,18
"8045",0,1715,33,0
"8046",4.2,1253,123,5
"8047",4,1539,166,4
"8048",3.5,13323,90,8
"8049",5,1938,172,2
"8050",5,1255,225,4
"8051",5,1660,158,1
"8052",5,631,163,3
"8053",4.2,887,240,5
"8054",5,410,130,3
"8055",0,306,92,0
"8056",5,2320,165,3
"8057",4.67,4856,70,3
"8058",5,470,173,4
"8059",0,1320,84,0
"8060",0,167,629,0
"8061",0,3597,130,0
"8062",5,865,107,1
"8063",0,67,306,0
"8064",1,3049,249,1
"8065",0,1419,79,0
"8066",5,231,218,1
"8067",5,76,586,1
"8068",0,2842,123,0
"8069",0,162,600,0
"8070",5,6524,172,6
"8071",3,1453,23,2
"8072",0,1860,200,0
"8073",0,143,130,0
"8074",5,23041,183,25
"8075",4.88,6752,63,8
"8076",4,5351,107,9
"8077",5,19965,57,17
"8078",4.48,113926,69,250
"8079",4.89,94266,59,61
"8080",4,7268,100,10
"8081",4.2,17504,82,5
"8082",4.53,34239,173,83
"8083",4.41,5857,121,17
"8084",3.34,26392,31,89
"8085",4.64,14154,243,11
"8086",4.77,6377,64,13
"8087",4.2,4249,266,5
"8088",4.38,5102,35,8
"8089",3.67,5000,59,6
"8090",5,10379,323,5
"8091",5,3748,229,5
"8092",5,7299,279,6
"8093",4.62,12307,256,16
"8094",4,10260,350,8
"8095",5,13506,242,3
"8096",4.6,6372,239,5
"8097",4.2,20313,262,5
"8098",0,583,289,0
"8099",5,8223,281,11
"8100",4.93,12280,272,14
"8101",4.67,5343,260,3
"8102",5,10976,247,15
"8103",0,1154,287,0
"8104",3,694,244,1
"8105",3,1716,308,2
"8106",4.6,6937,284,5
"8107",5,2912,277,5
"8108",5,2581,30,1
"8109",5,42826,258,10
"8110",3.67,2877,190,3
"8111",5,6174,248,1
"8112",4.82,300499,260,144
"8113",4.67,7177,255,3
"8114",0,1132,109,0
"8115",5,12462,310,10
"8116",4.79,33350,287,24
"8117",5,5575,150,4
"8118",5,22704,566,7
"8119",5,10419,193,7
"8120",5,15172,364,5
"8121",5,965,263,1
"8122",5,3722,180,4
"8123",5,6526,317,5
"8124",5,11030,297,12
"8125",4,8763,110,4
"8126",4.83,3522,288,6
"8127",5,6008,309,3
"8128",4.75,11344,364,4
"8129",0,507,304,0
"8130",5,8042,315,1
"8131",5,8140,287,1
"8132",0,1585,214,0
"8133",5,4348,216,2
"8134",5,372,273,1
"8135",0,162,331,0
"8136",5,1022,240,1
"8137",5,683,308,1
"8138",5,10377,146,1
"8139",5,1874,17,2
"8140",0,3111,63,0
"8141",4.12,37390,28,17
"8142",0,604,368,0
"8143",4,5607,113,1
"8144",0,1266,449,0
"8145",3,4336,20,1
"8146",0,422,622,0
"8147",5,30305,254,2
"8148",0,710,236,0
"8149",0,1206,194,0
"8150",0,5293,27,0
"8151",5,4154,114,6
"8152",5,1259,246,2
"8153",4.36,6964,72,33
"8154",5,556,255,1
"8155",3.86,144,174,7
"8156",2.43,1539,248,14
"8157",0,37,271,0
"8158",5,79,166,1
"8159",5,37,309,1
"8160",5,20,256,1
"8161",5,438,55,4
"8162",0,32,199,0
"8163",5,48,310,1
"8164",5,26,312,1
"8165",0,36,246,0
"8166",0,7,252,0
"8167",4.7,6022,227,33
"8168",4.5,975,261,16
"8169",5,2219,206,5
"8170",4.84,21175,181,126
"8171",4.73,7494,254,26
"8172",4.8,1397,250,10
"8173",5,706,241,6
"8174",0,595,242,0
"8175",4.83,16477,244,81
"8176",4.42,29542,306,107
"8177",4.63,3138,242,30
"8178",4.96,9592,210,53
"8179",4.31,6454,199,32
"8180",4.97,4317,245,29
"8181",4.77,32769,245,174
"8182",4.73,5304,257,37
"8183",4.85,12107,254,81
"8184",4.35,3222,39,20
"8185",2.48,2492,252,31
"8186",4.92,1365,248,12
"8187",3.95,2885,217,22
"8188",4.29,1471,246,7
"8189",4.75,1796,321,32
"8190",5,906,201,15
"8191",4.74,27932,279,173
"8192",4.53,14784,231,138
"8193",3.22,1033,244,9
"8194",3.81,3304,256,16
"8195",0,99,261,0
"8196",4.8,744,248,5
"8197",4.8,896,248,5
"8198",4.91,8857,218,23
"8199",4.87,16730,243,63
"8200",4.75,10628,248,101
"8201",4.65,12567,243,93
"8202",5,617,126,2
"8203",4.4,6725,271,5
"8204",5,314,327,2
"8205",5,344,363,1
"8206",0,72,138,0
"8207",4.82,30684,213,33
"8208",0,700,298,0
"8209",4.43,19044,89,7
"8210",5,140,325,2
"8211",0,20,156,0
"8212",5,1131,175,2
"8213",5,929,284,1
"8214",5,1411,218,1
"8215",4.67,5739,275,3
"8216",4,36096,93,4
"8217",5,6637,256,6
"8218",5,5443,588,4
"8219",4,15723,7,1
"8220",0,1387,160,0
"8221",4.86,12804,264,7
"8222",0,705,21,0
"8223",4.89,40707,288,35
"8224",5,3251,105,3
"8225",4.75,3736,234,4
"8226",5,5278,410,2
"8227",4.25,5796,225,8
"8228",5,279,193,1
"8229",5,1044,129,5
"8230",5,273,160,1
"8231",5,9859,263,12
"8232",5,204,327,1
"8233",4.5,9063,186,12
"8234",5,13,120,1
"8235",5,400,348,6
"8236",4.5,43,256,2
"8237",5,1139,186,1
"8238",4.94,66250,203,95
"8239",4.75,211826,272,157
"8240",5,242,127,2
"8241",4.91,25131,104,23
"8242",4.83,20637,360,75
"8243",3.5,682,293,2
"8244",4.95,34929,128,44
"8245",4.75,572812,132,122
"8246",5,15082,104,2
"8247",4.89,8499,367,19
"8248",4.5,3823,193,2
"8249",5,146,293,4
"8250",5,138,387,3
"8251",5,135,532,3
"8252",4.33,222,290,6
"8253",5,52,280,1
"8254",4.15,6621,434,20
"8255",5,89,358,3
"8256",3,139,239,2
"8257",4,1007,290,4
"8258",4.88,15889,339,40
"8259",5,377,189,2
"8260",4.67,23394,169,12
"8261",5,483,84,1
"8262",5,1896,106,1
"8263",5,37,321,1
"8264",4.67,8205,171,9
"8265",5,20,328,1
"8266",5,109,329,1
"8267",5,3400,249,8
"8268",5,8257,255,12
"8269",4.57,2454,311,7
"8270",5,2567,272,5
"8271",4.92,21505,303,38
"8272",5,1380,170,1
"8273",5,2905,276,7
"8274",5,2054,293,4
"8275",4.64,9220,390,11
"8276",5,1806,256,5
"8277",5,1635,236,3
"8278",5,2463,253,7
"8279",5,1880,276,6
"8280",4.78,2552,243,9
"8281",4.88,4193,209,8
"8282",5,4404,306,5
"8283",5,889,261,2
"8284",5,1506,272,2
"8285",5,2707,159,7
"8286",3.67,3945,248,12
"8287",4.95,10131,179,19
"8288",5,644,233,2
"8289",4.96,8752,196,23
"8290",4.75,14660,261,16
"8291",4.25,8752,202,8
"8292",3.7,5557,165,10
"8293",4.75,8039,176,12
"8294",5,1707,144,3
"8295",5,2624,269,1
"8296",4.79,30964,247,39
"8297",3.8,4580,166,5
"8298",5,1394,288,1
"8299",5,1661,179,5
"8300",4.78,3519,160,9
"8301",3.67,1224,225,3
"8302",5,1393,300,3
"8303",4.5,4884,177,8
"8304",4.92,7458,202,12
"8305",4.84,450006,318,715
"8306",4.5,2889,235,4
"8307",4,6253,32,4
"8308",5,1230,108,1
"8309",4.96,23351,236,71
"8310",4.75,3540,199,4
"8311",4.86,98688,284,28
"8312",4.94,84089,192,115
"8313",5,835,247,1
"8314",0,368,198,0
"8315",5,4465,210,7
"8316",5,1011,62,2
"8317",4.4,4598,247,10
"8318",4,3209,232,1
"8319",3.88,8575,364,8
"8320",5,11035,208,10
"8321",5,418,214,2
"8322",4.62,6987,248,16
"8323",4.88,25144,331,25
"8324",4.89,40434,329,38
"8325",5,8887,252,8
"8326",4.87,364513,285,215
"8327",5,4569,366,5
"8328",5,9314,243,6
"8329",4.65,33258,190,17
"8330",4.88,5216,250,8
"8331",4.88,56453,337,108
"8332",4.94,16023,231,18
"8333",4.33,5197,289,6
"8334",5,1224,305,2
"8335",4.78,6026,273,9
"8336",4.82,10537,189,34
"8337",4.95,1078,293,21
"8338",5,910,179,4
"8339",4.91,38427,266,56
"8340",0,132,335,0
"8341",4.67,4590,319,12
"8342",4.81,21226,231,48
"8343",4.57,7527,291,47
"8344",0,115,264,0
"8345",3.5,2256,274,4
"8346",4.86,3008,373,14
"8347",4.46,2377,310,24
"8348",0,356,278,0
"8349",4.93,6929,267,15
"8350",4.43,1128,278,7
"8351",5,2277,256,3
"8352",4,2846,163,2
"8353",4.86,16543,294,37
"8354",5,10056,289,6
"8355",4.86,5997,271,7
"8356",4.75,90879,259,61
"8357",4.5,4668,276,2
"8358",4.98,42968,266,49
"8359",4.8,4722,263,5
"8360",5,407,272,1
"8361",4.84,11164,276,31
"8362",2.71,6452,24,7
"8363",4.68,18849,412,22
"8364",4.31,25619,476,16
"8365",5,25168,388,20
"8366",4.12,46872,119,16
"8367",4.68,43049,579,44
"8368",1,2350,143,1
"8369",5,1245,34,1
"8370",4.39,12174,599,18
"8371",5,2789,211,4
"8372",4.83,277653,477,520
"8373",4.67,57700,297,36
"8374",4.61,55741,275,38
"8375",5,16196,221,9
"8376",4.11,10944,591,9
"8377",3,10391,140,5
"8378",4.94,44154,234,70
"8379",5,19236,103,10
"8380",4.86,93036,621,95
"8381",5,165,291,1
"8382",5,69,242,1
"8383",4.58,4208,277,12
"8384",4.88,43554,298,99
"8385",4.94,35260,458,102
"8386",5,10161,250,32
"8387",4.89,51924,350,132
"8388",5,7151,190,22
"8389",5,9497,269,44
"8390",4.32,19992,232,25
"8391",4.9,4038,326,10
"8392",4.83,34373,244,46
"8393",4.95,37660,264,61
"8394",4.75,39571,266,40
"8395",4.88,105697,272,263
"8396",4.2,4476,260,5
"8397",3.85,1315,625,20
"8398",3,377,137,2
"8399",5,368,373,4
"8400",5,459,301,5
"8401",4.31,469,519,13
"8402",5,172,340,1
"8403",4.2,204,176,5
"8404",5,969,207,1
"8405",3.67,161,165,3
"8406",5,243,497,2
"8407",0,282,648,0
"8408",2.33,88,478,3
"8409",3.4,1615,100,5
"8410",5,259,138,1
"8411",5,4110,257,5
"8412",2.33,821,174,3
"8413",0,427,521,0
"8414",2.67,1734,28,3
"8415",4.54,2715,431,13
"8416",0,2345,114,0
"8417",4.67,8694,320,12
"8418",5,2788,249,8
"8419",5,4905,259,11
"8420",5,3159,272,10
"8421",5,1606,193,2
"8422",4,347,179,1
"8423",4.33,2503,186,3
"8424",5,625,77,1
"8425",5,1501,205,3
"8426",4.2,3069,140,5
"8427",4.11,2290,231,9
"8428",3.67,4812,259,3
"8429",0,1094,123,0
"8430",4.54,18354,575,26
"8431",4.74,22507,325,34
"8432",0,381,221,0
"8433",4.67,1053,215,3
"8434",3.14,5722,383,7
"8435",4.89,17332,319,61
"8436",4.73,543672,194,456
"8437",5,3517,256,6
"8438",5,839,284,1
"8439",5,757,448,3
"8440",4.44,11201,393,9
"8441",3.44,8650,301,9
"8442",0,307,512,0
"8443",1,347,220,1
"8444",0,139,30,0
"8445",0,98,62,0
"8446",0,236,50,0
"8447",1,485,80,2
"8448",4,589,180,4
"8449",0,182,19,0
"8450",0,379,194,0
"8451",0,178,91,0
"8452",0,365,49,0
"8453",0,111,20,0
"8454",3,1021,180,2
"8455",5,667,573,1
"8456",0,479,151,0
"8457",5,520,350,1
"8458",0,84,55,0
"8459",0,587,29,0
"8460",5,936,225,1
"8461",4,494,24,1
"8462",0,684,107,0
"8463",0,24,357,0
"8464",3.8,2581,427,5
"8465",0,195,241,0
"8466",4.33,1555,268,3
"8467",0,1757,215,0
"8468",0,420,77,0
"8469",0,269,43,0
"8470",0,661,20,0
"8471",0,366,427,0
"8472",5,57,28,1
"8473",3,243,575,1
"8474",5,73,575,1
"8475",5,60,265,1
"8476",5,55,55,1
"8477",0,54,420,0
"8478",5,129,140,2
"8479",5,250,30,1
"8480",0,49,60,0
"8481",5,30,22,1
