"","rate","views","length","ratings"
"5780",4.94,"16566","311",66
"5781",4.91,"16043","378",69
"5782",4.86,"2836","223",14
"5783",4.64,"2149","246",11
"5784",4.81,"5053","203",21
"5785",3,"1029","213",4
"5786",4.33,"269","215",3
"5787",5,"66","141",2
"5788",5,"402","100",1
"5789",4.4,"481","272",5
"5790",4.43,"662","124",7
"5791",5,"2555","325",7
"5792",5,"306","244",1
"5793",0,"468","119",0
"5794",5,"5130","127",17
"5797",0,"116","187",0
"5798",5,"3494","202",7
"5799",0,"110","47",0
"5800",5,"275","217",2
"5803",0,"148","49",0
"5804",4.2,"7540","268",5
"5805",5,"774","136",4
"5806",4.5,"770","218",2
"5807",5,"380","269",1
"5808",4.92,"5548","192",25
"5809",4.96,"2576","235",26
"5810",4.75,"765","216",4
"5811",4.88,"956","302",8
"5812",4.91,"1367","261",11
"5813",4.75,"868","201",4
"5814",4.92,"1257","279",12
"5815",4.98,"11271","213",65
"5818",4.92,"3008","269",25
"5819",4.91,"13492","215",85
"5820",4.5,"610","193",2
"5821",4.67,"632","260",3
"5822",4.71,"1739","216",17
"5823",4.5,"1154","193",2
"5824",4.85,"5009","290",20
"5825",4.92,"12493","137",26
"5826",4.73,"1744","294",26
"5833",3.14,"1397","123",14
"5838",5,"278","1746",1
"5849",0,"100","152",0
"5854",1.55,"140508","281",352
"5855",0,"57","66",0
"5858",4.23,"78945","231",244
"5863",4,"31494","29",21
"5864",2,"1960","172",13
"5865",0,"38","89",0
"5866",5,"1071","5289",4
"5867",4.75,"1570","140",8
"5878",4.31,"2452","193",13
"5881",3.29,"929","100",7
"5890",4.98,"12905","594",47
"5897",4.71,"4548","133",14
"5900",4.86,"2678","163",14
"5901",5,"4907","294",26
"5902",4.78,"18311","259",23
"5903",4.29,"14366","225",24
"5910",4.87,"38952","610",108
"5923",2.14,"347","128",14
"5932",5,"8291","221",7
"5933",5,"1392","600",4
"5942",4.89,"26780","83",57
"5953",4.91,"35588","305",23
"5954",5,"1655","213",2
"5955",4.94,"59017","313",71
"5956",4.2,"2487","277",5
"5957",4.81,"14304","260",16
"5958",4.57,"8102","302",14
"5959",4.79,"18827","575",24
"5960",0,"182","16",0
"5961",5,"4471","261",7
"5962",5,"12124","313",25
"5963",4.67,"6100","233",6
"5964",5,"1222","256",4
"5965",5,"375","122",3
"5966",5,"5075","270",6
"5967",4,"1273","64",5
"5968",3.33,"292","332",3
"5969",4.52,"10058","220",25
"5970",5,"1705","366",3
"5971",3,"148","212",2
"5972",0,"1007","118",0
"5973",3.33,"1143","296",3
"5974",5,"164","150",2
"5975",2,"426","208",3
"5976",0,"145","305",0
"5979",5,"183","131",1
"5986",5,"398","96",1
"5989",5,"1263","121",5
"6004",5,"418","542",1
"6019",3.75,"2082","108",4
"6040",3.6,"703","94",5
"6045",4.7,"1272","180",10
"6064",4.24,"1941","237",17
"6065",0,"117","322",0
"6066",5,"94","167",1
"6069",5,"604","577",5
"6076",0,"32","53",0
"6077",0,"89","143",0
"6082",5,"176","395",1
"6095",4.75,"870","409",8
"6106",4.75,"3770","210",4
"6109",5,"96","452",1
"6112",4.3,"13970","412",92
"6115",5,"268","184",4
"6124",5,"2133","591",3
"6127",4.6,"4888","194",10
"6138",0,"19","136",0
"6149",4.67,"377","224",3
"6150",5,"1833","260",2
"6151",4,"1028","196",1
"6152",5,"1300","208",3
"6153",4.5,"1034","199",2
"6154",5,"2447","150",10
"6155",5,"1990","58",2
"6156",5,"1363","232",4
"6157",5,"1063","187",1
"6158",3.5,"946","578",2
"6159",4.93,"9265","72",14
"6160",5,"685","140",1
"6163",5,"851","192",1
"6164",4.3,"27693","53",27
"6165",4.62,"7982","59",8
"6166",4,"521","190",1
"6167",3.57,"9318","209",7
"6170",5,"18","100",4
"6173",4.51,"202152","267",80
"6174",4.81,"42382","267",27
"6175",2,"3194","61",1
"6176",4.56,"6057","197",18
"6177",5,"586","216",8
"6178",4.33,"2036","239",6
"6179",4.69,"24298","548",86
"6182",4.29,"4801","344",17
"6183",4.39,"6014","204",18
"6184",4.56,"4084","276",18
"6185",4.35,"3599","219",17
"6186",4.38,"3083","270",13
"6187",5,"2219","187",8
"6188",4.56,"6778","255",32
"6189",5,"1890","374",5
"6190",4.4,"3817","261",20
"6191",4.6,"693","245",10
"6192",3.38,"7044","124",16
"6193",4.44,"1690","270",9
"6194",5,"2285","336",8
"6195",3,"429","434",3
"6196",5,"1724","19",7
"6197",0,"254","189",0
"6198",5,"235","169",2
"6199",5,"653","15",1
"6200",5,"1804","124",6
"6201",0,"96","41",0
"6202",3.2,"330","313",5
"6203",3.79,"8576","225",39
"6204",0,"42","101",0
"6249",3,"275","63",2
"6250",4.8,"767","246",5
"6251",4.85,"2345","162",13
"6252",4,"3573","259",4
"6253",3,"288","167",2
"6254",0,"774","264",0
"6255",5,"302","222",1
"6256",5,"58","241",1
"6257",5,"203","218",1
"6258",4.62,"4310","309",13
"6259",2.88,"846","163",8
"6260",4.37,"7585","302",27
"6263",4.5,"302","10",2
"6264",5,"742","173",5
"6265",0,"98","60",0
"6266",4.82,"41574","196",87
"6267",5,"267","48",1
"6268",4.6,"560","256",10
"6269",0,"373","386",0
"6270",4,"933","167",4
"6271",3.67,"1964","296",6
"6272",5,"229","206",3
"6273",4.2,"3033","63",5
"6274",4.8,"2650","40",10
"6275",2.05,"2252","172",19
"6276",4.25,"4615","64",4
"6277",2,"1023","127",6
"6278",5,"1840","101",10
"6279",3.67,"916","199",3
"6280",4.59,"1590","69",27
"6281",4.18,"44637","155",111
"6282",4.88,"11148","636",34
"6283",4.56,"28644","85",85
"6284",4.77,"35099","113",176
"6285",4.86,"1954","116",7
"6286",4.83,"1200","376",6
"6287",3.4,"5888","63",5
"6288",4,"1421","144",4
"6291",5,"1189","250",3
"6292",5,"2640","377",3
"6293",3.9,"23688","40",61
"6294",5,"975","320",2
"6295",5,"1027","187",1
"6296",4.5,"1383","477",4
"6297",5,"128","127",1
"6298",5,"376","70",1
"6299",5,"92","215",1
"6300",3.67,"1182","195",3
"6305",0,"162","128",0
"6306",4.53,"8479","188",15
"6307",4.79,"6544","115",28
"6308",4.17,"8271","102",29
"6309",2.1,"6496","237",20
"6310",4.83,"30116","435",114
"6311",4.78,"8482","180",27
"6312",4.36,"2754","235",14
"6313",4.69,"33893","417",93
"6316",5,"1528","107",8
"6317",5,"6385","188",30
"6318",5,"190","131",1
"6319",5,"107","74",1
"6320",5,"351","277",4
"6321",4.75,"733","206",4
"6322",3.07,"295258","132",129
"6323",4.83,"61527","333",161
"6324",5,"140","277",2
"6327",5,"213","174",1
"6328",4.8,"16141","206",44
"6329",4.95,"3980","215",42
"6330",5,"3265","566",5
"6331",5,"624","104",2
"6338",5,"2392","7",2
"6339",3,"2075","496",2
"6340",4.75,"2817","290",16
"6341",4.9,"2049","212",10
"6342",4.54,"5468","452",13
"6343",5,"315","199",3
"6344",5,"1245","148",5
"6345",5,"556","152",4
"6346",3.4,"7850","29",5
"6347",4.98,"6239","530",42
"6348",5,"12286","180",33
"6349",4.96,"3962","435",23
"6350",5,"2043","236",9
"6351",5,"5967","406",21
"6352",5,"718","119",4
"6353",5,"1762","361",17
"6354",4.87,"3844","493",30
"6355",5,"1484","233",13
"6356",4.95,"6738","261",19
"6357",4.88,"6348","239",34
"6358",4.9,"9750","553",29
"6359",5,"3300","236",25
"6360",4.88,"6858","276",16
"6361",4.98,"7736","362",44
"6362",4.7,"2386","542",10
"6363",2.93,"20393","188",46
"6364",5,"2620","541",12
"6367",5,"899","396",1
"6368",0,"262","225",0
"6369",4,"2540","119",4
"6370",5,"9135","58",7
"6371",4.82,"40504","242",250
"6372",0,"397","27",0
"6373",0,"77","442",0
"6374",0,"142","334",0
"6375",4.75,"1376","168",8
"6378",3.29,"3919","241",7
"6381",4.5,"1654","587",4
"6382",4.88,"4736","320",16
"6383",4.81,"7951","155",36
"6384",4.68,"3513","453",25
"6385",3.67,"214","259",3
"6386",4.47,"6674","558",17
"6387",4.86,"4959","130",14
"6392",3.68,"154681","56",218
"6393",4.8,"1682","289",5
"6394",3.8,"1949","252",10
"6395",4.8,"433","203",5
"6396",0,"283","76",0
"6397",5,"1753","123",5
"6398",4.93,"2781","572",14
"6399",0,"2809","136",0
"6400",4.3,"2802","151",10
"6401",0,"348","39",0
"6402",5,"2589","268",7
"6403",4.64,"2633","50",11
"6404",3.43,"2597","331",7
"6405",1,"956","142",2
"6406",5,"286","78",1
"6407",5,"1466","505",8
"6408",3,"518","19",2
"6409",5,"393","334",4
"6410",5,"2719","247",4
"6411",5,"263","164",1
"6412",4.5,"2470","317",4
"6413",2.14,"1658","18",7
"6414",2.08,"11872","78",37
"6415",2,"10145","536",8
"6426",5,"1045","242",1
"6427",3.25,"8430","15",4
"6430",3.39,"7010","210",18
"6433",4.36,"6003","235",11
"6434",3.12,"9459","15",8
"6443",3.79,"66840","54",28
"6444",3.07,"15245","78",14
"6445",4.9,"24845","52",30
"6446",3.79,"105261","351",122
"6447",4.03,"44431","57",29
"6456",4.1,"7059","207",10
"6459",4.33,"5724","21",9
"6460",3,"24120","81",11
"6461",2,"2932","113",3
"6462",4.02,"132296","164",189
"6463",0,"82","42",0
"6474",0,"908","9",0
"6503",5,"1189","235",4
"6506",5,"10299","610",18
"6511",4.5,"2816","86",6
"6514",4.88,"27369","598",42
"6515",4,"110","182",1
"6516",3,"87","110",1
"6523",4.91,"2322","233",23
"6524",4.85,"2617","85",13
"6525",4.9,"2776","292",21
"6526",4.95,"3615","148",19
"6527",5,"3612","12",2
"6528",2.82,"1733","408",11
"6529",4.93,"2075","237",30
"6530",4.84,"29161","207",51
"6531",4.91,"17803","269",181
"6532",5,"56","160",1
"6533",4.33,"1481","201",6
"6534",0,"45","38",0
"6535",4.89,"15706","472",293
"6536",0,"70","278",0
"6541",5,"3262","610",5
"6544",4.97,"13744","610",122
"6545",5,"696","610",1
"6550",4.95,"35142","503",37
"6551",4.99,"129059","205",206
"6552",5,"4616","413",1
"6553",4.8,"4648","249",10
"6558",2.33,"1068","33",3
"6571",0,"67","18",0
"6572",4.12,"16631","247",73
"6575",4.89,"109414","149",263
"6576",5,"346","29",1
"6581",4.56,"11860","80",9
"6586",3.43,"34615","10",7
"6587",1,"7929","10",2
"6588",2.88,"34093","11",17
"6605",0,"298","30",0
"6626",4.89,"69370","589",35
"6629",4.79,"22939","644",19
"6630",5,"3827","516",3
"6653",5,"496","21",2
"6654",4.86,"952","101",7
"6691",5,"954","50",1
"6692",4.8,"2376","183",10
"6697",5,"2319","96",8
"6700",0,"140","25",0
"6707",3,"283","6",2
"6714",0,"41","107",0
"6723",4.33,"707","219",6
"6724",0,"13","3",0
"6725",0,"367","13",0
"6726",4,"5577","5",8
"6729",1,"2544","17",1
"6736",2.33,"2510","443",3
"6739",0,"57","166",0
"6744",3,"855","14",2
"6745",0,"296","22",0
"6746",0,"196","17",0
"6747",0,"132","5",0
"6758",5,"926","40",1
"6759",5,"679","595",2
"6760",3,"614","304",2
"6765",4.33,"492","32",15
"6766",3.8,"1180","463",5
"6769",5,"265","107",1
"6770",3.93,"19332","600",29
"6775",4.54,"14512","240",112
"6776",5,"3212","286",13
"6783",5,"80","607",1
"6784",3,"322","103",2
"6785",0,"532","566",0
"6786",5,"440","32",1
"6787",4.87,"47846","311",182
"6788",5,"464","252",1
"6789",5,"97","138",1
"6792",3.67,"589","134",3
"6793",4.75,"8397","370",64
"6796",4.4,"2481","367",5
"6797",5,"396","233",1
"6798",1,"255","109",2
"6799",4.62,"1108","102",8
"6800",1,"1059","46",4
"6809",4.3,"22885","246",30
"6810",3.2,"11448","132",20
"6815",0,"61","548",0
"6816",1,"1326","276",3
"6817",1,"37","145",1
"6818",4.5,"2019","79",6
"6819",0,"174","102",0
"6820",0,"163","41",0
"6821",3.4,"11104","46",5
"6822",0,"144","74",0
"6823",3.67,"2812","135",6
"6824",0,"18","157",0
"6825",0,"35","344",0
"6828",4.98,"1099","634",49
"6829",0,"64","436",0
"6830",2,"94","36",1
"6831",4.53,"47608","107",195
"6832",4.95,"35786","316",20
"6833",1,"28","124",1
"6834",0,"151","308",0
"6835",5,"169","564",2
"6836",0,"49","272",0
"6837",5,"488","93",1
"6838",4.5,"611","83",2
"6839",4.71,"53105","88",42
"6842",4.5,"171","279",4
"6843",5,"252","297",14
"6844",5,"150","32",1
"6845",0,"4","17",0
"6846",0,"24","50",0
"6847",0,"79","89",0
"6850",5,"157","88",1
"6851",4.25,"51678","16",24
"6852",0,"59","59",0
"6853",4.9,"794","206",20
"6854",4.49,"9492","132",39
"6855",0,"135","5",0
"6860",4,"1221","142",4
"6863",3.67,"194","198",3
"6864",0,"43","195",0
"6865",0,"57","121",0
"6866",0,"164","202",0
"6867",0,"4915","442",0
"6872",0,"7","4",0
"6873",0,"69","182",0
"6874",4,"21556","299",9
"6875",4.19,"168044","224",278
"6876",4.68,"1237488","103",328
"6879",2.19,"189727","59",89
"6884",3.22,"26339","133",9
"6887",0,"12654","26",0
"6888",0,"3624","24",0
"6889",4.45,"14345","1538",11
"6890",4.79,"1807640","98",3801
"6893",4.66,"26856","283",38
"6894",4.59,"92614","239",180
"6895",4.23,"14876","225",13
"6896",4.9,"13211","236",40
"6897",5,"2103","107",4
"6898",4.63,"24164","256",19
"6899",4.87,"8086","298",15
"6902",4.83,"26600","294",58
"6903",4.91,"20243","215",44
"6904",4.6,"19635","228",15
"6905",4.56,"10138","209",9
"6906",4.95,"21700","238",19
"6909",4.92,"17771","238",13
"6912",4.86,"18409","246",35
"6913",3.76,"17853","62",25
"6914",5,"3935","43",3
"6915",5,"6797","138",4
"6916",4.43,"6195","208",7
"6917",4.69,"29440","248",29
"6918",4.69,"249919","100",177
"6919",0,"20","10",0
"6920",5,"426","61",6
"6921",0,"59","36",0
"6922",4,"62","26",1
"6923",0,"11","19",0
"6924",5,"244","30",3
"6925",0,"33","6",0
"6926",0,"40","44",0
"6927",0,"70","48",0
"6928",0,"45","4",0
"6929",4,"382","70",1
"6930",0,"73","34",0
"6931",5,"45","14",1
"6932",5,"883","105",3
"6933",0,"32","18",0
"6934",0,"46","26",0
"6935",5,"603","9",1
"6936",5,"64","33",1
"6937",4.84,"7100","196",19
"6938",4,"4930","155",8
"6939",4.8,"25589","306",69
"6940",5,"4346","289",7
"6941",4.83,"4001","68",6
"6942",5,"3779","249",9
"6943",5,"883","22",2
"6944",4.38,"4136","236",8
"6945",5,"2922","213",9
"6946",5,"1763","103",3
"6947",5,"6283","63",5
"6948",5,"800","25",2
"6949",5,"3703","223",5
"6950",5,"4516","74",4
"6951",4.6,"3455","271",10
"6952",5,"2313","192",4
"6953",4.92,"5293","157",13
"6954",5,"4866","60",7
"6955",3,"10704","19",3
"6958",5,"4234","261",10
"6965",4.81,"3257","201",62
"6968",4.83,"1237","66",12
"6971",4.43,"618","159",7
"6972",0,"1460","50",0
"6973",4.67,"3138","324",9
"6974",1,"913","157",1
"6975",5,"1343","375",3
"6976",5,"1728","149",10
"6979",4,"3310","555",5
"6980",1,"346","91",2
"6981",1,"206","102",1
"6982",4,"253","295",2
"6983",5,"152","134",3
"6984",0,"83","195",0
"6985",5,"161","276",1
"6986",5,"32","342",1
"6987",2.62,"32825","94",8
"6988",5,"1784","331",8
"6989",4.67,"2927","425",12
"6990",0,"98","128",0
"6991",5,"965","231",4
"6992",5,"22","250",1
"6993",4.92,"37746","367",104
"6994",3.25,"16621","7",8
"6995",4.33,"128044","31",120
"6996",5,"38","17",2
"6999",4.92,"5865","95",12
"7000",2.33,"1463","41",6
"7003",4,"1083","143",3
"7004",5,"1953","53",1
"7005",0,"1364","16",0
"7006",4.69,"2217","210",13
"7011",2.62,"3834","184",13
"7014",3,"2563","210",9
"7017",4.89,"31879","209",44
"7018",5,"351","318",1
"7019",4.69,"22764","269",89
"7020",4.24,"30537","210",34
"7021",4.58,"1173","193",12
"7022",5,"587","11",1
"7023",4.56,"2081","385",25
"7024",4.66,"12173","127",44
"7025",0,"221","206",0
"7026",5,"1214","284",17
"7027",4.55,"2579","413",49
"7028",5,"499","418",6
"7029",4.41,"1748","559",17
"7030",5,"189","31",1
"7031",4.11,"1537","270",27
"7032",4.18,"3289","55",11
"7033",4.52,"3229","459",27
"7034",3.4,"699","466",5
"7037",4.47,"4808","374",15
"7038",2.33,"375","3",3
"7039",4,"766","375",4
"7040",4.7,"645","418",10
"7049",5,"2853","548",7
"7052",4.82,"7146","283",11
"7053",5,"3104","56",3
"7058",5,"1772","515",3
"7061",5,"626","597",1
"7064",4.12,"11925","537",17
"7065",4.67,"11759","71",6
"7066",4.84,"10679","78",25
"7067",4.07,"15881","176",29
"7068",4.86,"10089","139",28
"7071",4.31,"10614","311",13
"7072",5,"2421","55",2
"7073",1.89,"7508","36",18
"7076",5,"1582","21",2
"7079",3.46,"10323","56",13
"7082",4.29,"3279","90",7
"7083",1,"683","183",1
"7084",3.5,"2347","237",4
"7085",5,"383","94",3
"7088",4.64,"3480","559",14
"7089",4.5,"2371","156",4
"7094",4.42,"12792","80",12
"7097",3,"2173","84",3
"7098",4.48,"20821","428",27
"7099",0,"85","34",0
"7100",0,"38","22",0
"7101",5,"95","205",1
"7102",4.5,"1640","9",10
"7103",4.75,"1064","593",16
"7104",4.33,"197","37",3
"7105",5,"1177","192",5
"7106",5,"89","112",1
"7107",5,"1537","273",24
"7109",5,"124","32",3
"7110",0,"579","206",0
"7111",4.63,"21399","596",54
"7112",4.5,"4831","479",28
"7113",0,"522","362",0
"7114",4.8,"470","435",5
"7117",4.64,"3477","188",11
"7120",4.57,"9777","570",28
"7121",4.75,"1479","19",4
"7122",0,"236","28",0
"7123",3.43,"10302","423",30
"7124",4.42,"945","169",12
"7125",4.61,"11802","81",18
"7126",4.5,"9501","597",28
"7127",4.87,"788","600",15
"7128",4.67,"14148","594",43
"7129",0,"112","281",0
"7140",4.89,"15460","45",9
"7143",3,"399","22",3
"7146",5,"4824","243",4
"7147",4.38,"17734","395",13
"7148",4.13,"12011","196",30
"7149",4.4,"5832","130",10
"7150",4,"3313","30",2
"7151",4.08,"4933","242",77
"7152",4.72,"1790","318",36
"7153",4.82,"1803","590",61
"7154",4.83,"1874","542",76
"7155",4.77,"1936","192",52
"7156",4.86,"13455","220",56
"7157",5,"431","235",1
"7158",2.6,"1194","275",5
"7159",4.72,"7441","214",78
"7160",4,"916","66",1
"7161",4.27,"1478","369",11
"7162",5,"4437","258",8
"7163",0,"918","151",0
"7164",0,"883","52",0
"7167",5,"904","250",5
"7168",2.45,"279527","101",401
"7169",0,"391","124",0
"7172",5,"277","234",1
"7173",4.62,"4685","118",21
"7174",4.4,"4367","145",5
"7175",5,"245","206",1
"7176",0,"544","28",0
"7177",4.87,"10716","191",53
"7178",0,"307","30",0
"7179",5,"4154","232",14
"7180",5,"2625","96",10
"7181",1,"178","235",1
"7182",0,"273","53",0
"7183",4.4,"19267","234",75
"7184",5,"196","237",3
"7185",5,"5784","315",12
"7186",4.47,"3050","580",15
"7189",5,"2029","660",1
"7190",4.88,"2110","576",8
"7193",5,"1267","556",6
"7194",5,"2487","193",1
"7195",4.38,"3926","212",13
"7200",4.14,"5287","150",14
"7201",4.5,"311","46",2
"7208",4.85,"9667","103",20
"7211",4.73,"16632","285",62
"7212",4.68,"5465","92",28
"7213",4.62,"30614","480",87
"7214",3.89,"18240","140",9
"7215",4.65,"47127","28",17
"7216",5,"653","64",1
"7219",3.33,"6309","25",9
"7220",4.88,"54369","265",51
"7221",3.33,"15954","120",9
"7222",4.74,"35760","239",68
"7227",5,"4320","285",6
"7228",4,"2932","148",4
"7229",4.33,"1495","320",6
"7230",4.6,"1146","80",5
"7233",4.33,"1028","64",3
"7240",0,"187","122",0
"7241",3.5,"597","471",2
"7246",4.92,"7461","30",39
"7253",1,"3700","117",2
"7254",4.72,"212514","227",299
"7255",1,"285","11",1
"7260",5,"6489","143",5
"7261",4.12,"10871","106",8
"7262",5,"1625","121",2
"7263",3.66,"81532","34",47
"7268",5,"567","48",1
"7269",5,"298","11",1
"7278",3.67,"7150","140",3
"7297",0,"70","530",0
"7300",0,"42","139",0
"7301",0,"38","50",0
"7302",5,"969","253",1
"7305",4.5,"7521","124",8
"7312",5,"293","117",1
"7313",0,"56","266",0
"7314",0,"55","215",0
"7319",0,"92","39",0
"7320",0,"22","126",0
"7323",0,"31","99",0
"7324",0,"9","154",0
"7325",0,"96","177",0
"7330",0,"11","115",0
"7339",0,"42","265",0
"7340",0,"44","162",0
"7341",0,"24","102",0
"7342",5,"6769","182",15
"7347",0,"106","343",0
"7352",0,"134","78",0
"7355",0,"98","82",0
"7358",0,"22","209",0
"7359",0,"17","253",0
"7360",0,"16","184",0
"7361",0,"326","20",0
"7364",0,"30","170",0
"7369",0,"41","103",0
"7376",0,"437","67",0
"7383",0,"100","20",0
"7386",5,"14870","60",4
"7395",4.69,"24546","71",16
"7396",3.55,"222334","146",292
"7397",4.86,"30939","175",59
"7400",4.6,"2406","596",5
"7401",5,"1765","156",3
"7402",4.57,"3892","628",7
"7403",4.86,"27908","236",109
"7404",5,"2076","221",3
"7411",4.89,"64386","181",401
"7414",4.91,"26183","226",53
"7415",3.67,"12943","60",6
"7416",3.5,"1967","38",6
"7417",3.67,"1247","4",3
"7420",4.25,"1160","30",4
"7421",3,"1471","47",2
"7422",4.6,"1907","52",5
"7423",2,"63700","40",27
"7426",2.17,"1741","229",6
"7427",3.67,"23032","49",15
"7428",0,"265","17",0
"7431",3,"1958","51",1
"7432",3.6,"1713","70",5
"7433",5,"202","189",2
"7434",4,"4179","63",2
"7439",5,"267","371",3
"7440",3.5,"812","8",2
"7441",5,"81","157",1
"7442",5,"704","101",2
"7443",5,"4429","45",2
"7444",0,"74","74",0
"7445",5,"3166","32",2
"7446",0,"1484","57",0
"7447",4.67,"143","191",3
"7450",4.2,"9064","125",5
"7453",5,"16492","65",11
"7458",4.56,"10151","62",9
"7461",4.76,"54097","21",25
"7464",4.79,"21361","30",24
"7465",5,"11291","70",7
"7466",5,"14583","407",11
"7469",5,"21456","66",8
"7470",4.92,"6241","216",24
"7473",4.85,"44354","244",87
"7474",5,"4928","193",10
"7475",4.53,"3455","301",19
"7476",4.44,"3309","190",9
"7477",5,"2012","174",11
"7478",4.8,"2043","599",5
"7479",5,"576","247",1
"7480",4.91,"45655","231",134
"7481",4.86,"16008","249",29
"7482",4.91,"71605","246",186
"7483",4.97,"19572","218",62
"7484",4.78,"10990","180",9
"7485",5,"14052","333",18
"7486",5,"4672","110",3
"7487",5,"1313","42",2
"7488",5,"1212","104",1
"7489",5,"690","62",1
"7490",4.25,"3396","279",4
"7491",0,"1714","98",0
"7492",5,"2469","65",2
"7493",0,"467","252",0
"7494",5,"481","396",2
"7495",0,"519","34",0
"7496",0,"514","50",0
"7501",5,"4979","218",8
"7502",3,"1077","564",1
"7503",5,"573","55",1
"7504",2.88,"2130","600",8
"7505",5,"578","277",6
"7506",0,"544","391",0
"7507",4.88,"1712","214",8
"7508",0,"442","600",0
"7509",5,"3640","190",7
"7510",4.95,"7140","312",19
"7511",4.92,"17903","279",12
"7512",4.43,"5013","633",7
"7513",4.5,"1511","600",2
"7514",5,"528","205",5
"7515",5,"1865","138",13
"7516",5,"16343","269",27
"7517",5,"5639","298",9
"7518",4.35,"20384","129",37
"7519",4.5,"478","180",4
"7520",4.67,"117","275",6
"7521",5,"3346","158",13
"7522",5,"633","314",2
"7523",4,"2275","264",1
"7524",4.86,"1356","181",7
"7525",5,"1816","181",2
"7526",4.92,"3007","214",13
"7529",5,"7787","474",23
"7530",4.12,"4071","299",8
"7531",4.46,"8248","285",26
"7532",5,"5132","180",14
"7533",4.88,"3247","332",8
"7534",4.5,"8702","259",30
"7535",5,"1788","318",10
"7536",4.94,"2934","304",18
"7537",5,"1743","277",5
"7538",4.96,"6997","268",24
"7539",5,"2059","330",5
"7540",5,"6453","245",20
"7541",5,"3023","247",11
"7542",4.54,"4465","230",13
"7543",3.75,"618","132",4
"7544",4.86,"3624","280",7
"7545",4.87,"4350","204",23
"7546",4.5,"2621","169",8
"7547",4.69,"3383","293",16
"7548",5,"4124","253",11
"7549",4.86,"6859","224",28
"7550",4.75,"1088","84",4
"7551",0,"599","383",0
"7552",4.89,"25874","249",61
"7553",4.88,"2636","246",8
"7554",5,"5836","300",7
"7555",4.75,"13143","281",8
"7556",4.45,"17046","35",11
"7557",4.71,"4262","311",17
"7560",5,"2499","482",2
"7561",0,"564","104",0
"7562",4.33,"2272","92",3
"7563",4.67,"11215","424",15
"7564",5,"3211","651",5
"7565",4.36,"7649","473",14
"7566",4.55,"114804","286",112
"7567",5,"334","315",2
"7570",4.06,"1743","331",17
"7571",4.56,"15520","43",9
"7572",5,"1298","471",3
"7573",5,"249","162",1
"7576",5,"302","440",1
"7577",5,"702","106",1
"7578",3.79,"357918","208",525
"7581",5,"559","153",2
"7582",5,"1483","222",2
"7583",4,"655","98",1
"7584",5,"2561","169",16
"7585",5,"2056","76",3
"7586",4.21,"11418","47",53
"7589",3.82,"5270","116",17
"7596",5,"460","136",3
"7597",0,"117","28",0
"7598",3.41,"21636","173",49
"7599",5,"3285","203",7
"7600",4.81,"13938","210",31
"7601",4.2,"1495","649",5
"7602",4.8,"456","346",5
"7603",0,"231","146",0
"7604",5,"2851","599",8
"7605",5,"421","505",1
"7608",5,"7454","299",21
"7609",3,"995","173",2
"7610",5,"1365","261",2
"7611",5,"411","258",1
"7612",2,"643","70",4
"7613",5,"431","73",2
"7616",5,"1734","430",1
"7617",3,"599","51",2
"7622",4.75,"443","282",4
"7631",0,"99","317",0
"7634",4.67,"10920","297",3
"7635",0,"40","16",0
"7636",5,"106","12",2
"7637",5,"6984","218",11
"7638",0,"97","33",0
"7639",5,"90","148",2
"7640",0,"125","32",0
"7641",3.5,"4029","228",6
"7642",5,"218","5",1
"7643",5,"186","108",1
"7644",5,"306","134",4
"7645",0,"54","248",0
"7646",0,"7","198",0
"7647",5,"100","87",1
"7648",3.5,"112","533",2
"7649",0,"48","114",0
"7652",4.58,"7544","600",19
"7653",4.87,"5654","124",30
"7656",5,"543","57",2
"7657",5,"272","51",3
"7660",4.73,"5008","4",15
"7663",5,"294","147",1
"7676",4.73,"2607","297",15
"7683",5,"927","56",8
"7686",0,"46","597",0
"7687",0,"137","256",0
"7690",0,"75","446",0
"7691",5,"644","262",3
"7694",0,"52","413",0
"7701",5,"784","115",7
"7702",5,"830","60",3
"7715",5,"63","124",1
"7716",5,"131","124",4
"7719",5,"235","124",2
"7722",5,"310","57",4
"7723",4.92,"3746","63",12
"7724",4.33,"59","80",6
"7733",4.6,"236","124",5
"7736",5,"87","124",4
"7737",5,"756","58",3
"7738",4.92,"6354","57",40
"7741",0,"554","124",0
"7744",3.33,"2663","57",3
"7745",5,"3891","57",9
"7748",4.76,"2509","243",21
"7749",3,"524","49",5
"7754",0,"24","241",0
"7757",5,"32","203",1
"7758",0,"59","364",0
"7759",4.31,"15057","141",51
"7760",5,"5206","50",3
"7761",5,"143","115",1
"7762",0,"49","130",0
"7763",5,"407","204",2
"7764",5,"1001","434",12
"7765",5,"715","597",6
"7770",5,"377","404",5
"7771",4.55,"141489","30",42
"7772",4.87,"17464","360",71
"7773",4.61,"48509","309",113
"7776",5,"512","83",1
"7777",3.45,"17440","237",20
"7778",0,"237","21",0
"7779",5,"525","256",1
"7780",0,"100","114",0
"7781",0,"509","191",0
"7784",0,"227","219",0
"7785",0,"228","240",0
"7786",5,"978","205",3
"7787",5,"1303","187",2
"7788",5,"308","21",1
"7791",4.81,"53684","187",166
"7794",1,"750","11",1
"7795",0,"423","40",0
"7796",3.11,"14627","30",19
"7797",4,"3276","54",6
"7798",5,"353","43",1
"7799",4.67,"1104","10",3
