age,length,views,rate,ratings,comments
794,114,6287,4.83,12,17
903,547,5842,5,13,16
764,119,8022,4.75,12,9
679,78,22865,4.33,33,32
720,144,9263,4.43,7,27
991,540,24531,4.94,77,60
836,19,18257,5,12,74
1037,416,5091,4.89,9,17
991,80,1320,4.88,8,19
847,526,684,0,0,0
661,135,13553,4.9,20,14
991,490,14665,4.94,35,30
706,68,7122,3.8,5,11
1203,519,23468,4.72,32,30
1188,40,329,5,2,0
1110,402,6640,4.4,10,5
984,241,2032,5,5,5
1210,30,839,0,0,0
461,239,786,4.67,3,1
619,127,1410,1,1,0
749,171,303,5,1,2
1118,53,20,0,0,0
1205,142,6418,5,2,0
1204,77,118,0,0,0
1220,14,442,5,1,0
1133,574,3091,5,6,2
508,225,1122,5,1,6
1204,320,155,0,0,0
1212,30,806,0,0,1
783,365,190,0,0,1
1181,117,58,0,0,0
1091,120,777,5,1,0
805,128,1034,5,2,0
911,15,76,0,0,0
1006,32,229,0,0,0
274,162,832,5,6,1
918,256,10762,5,24,19
564,25,6532,3.4,5,5
1088,105,645,3,2,0
1091,101,116,0,0,0
1127,247,292,0,0,0
918,382,5381,4.83,12,4
1037,119,79,0,0,0
921,173,71,0,0,0
689,300,416,5,1,8
1052,75,787,5,2,0
1065,14,381,0,0,0
872,36,8542,4.2,10,15
872,52,5530,4.36,14,14
841,178,8943,5,6,8
874,40,8232,5,9,19
904,132,37908,3,18,99
1107,201,6514,4.83,12,20
797,59,154025,4.65,110,318
1094,22,2988,3.91,11,19
1167,55,3479,5,9,17
1098,147,4970,4.84,49,134
1082,107,4198,4.14,7,6
1112,23,24460,3.75,16,35
693,418,7096,4.67,3,4
848,394,10188,4.3,10,14
1003,147,993,2.25,4,0
811,117,1317,5,2,10
946,113,841,4,1,5
745,315,13447,2.81,21,28
868,284,6032,4.3,10,12
810,103,1080,5,2,1
910,81,480,4.5,2,3
925,598,980,5,1,2
992,68,1591,3.5,2,4
712,119,1977,0,0,0
1035,27,396,4,1,0
888,147,5981,4.43,7,11
486,169,5298,3.83,6,4
761,58,693,3,1,2
841,420,4076,2,3,4
744,174,6502,4.73,11,5
983,213,3236,4.86,7,3
621,277,20741,4.92,37,12
1110,85,270,0,0,0
1146,111,4601,4.67,9,0
723,203,12325,4.67,27,10
831,258,4434,5,5,1
831,150,15198,5,19,17
1076,139,50948,4.94,33,21
585,152,17624,4.92,37,12
999,144,67271,4.77,48,26
774,79,2843,0,0,0
895,113,3452,5,6,5
831,86,4068,5,2,4
513,46,5513,4.71,7,1
1022,201,3657,5,21,17
374,88,254975,4.62,314,515
874,137,12091,4.86,57,87
913,372,10437,4,12,23
1028,228,5113,5,9,19
1039,282,5816,4.65,23,44
940,330,1433,4.93,14,22
697,200,36035,4.76,34,111
889,240,13505,4.79,28,44
480,97,14997,5,19,42
480,230,59890,4.2,35,152
909,36,8141,5,11,20
1037,85,1465,4.57,7,14
990,87,38911,4.85,106,206
1046,118,2661,4.5,8,3
1079,171,2701,4.83,6,9
886,256,1498,4.93,15,22
1011,182,8192,5,17,33
679,102,5756,4.4,5,8
1028,96,2194,4.17,6,6
771,640,61702,4.89,107,80
852,15,50771,1.77,62,29
1036,589,4738,5,3,1
773,114,36130,4.72,40,15
1027,32,21274,5,7,2
771,239,40033,4.73,70,21
771,329,36577,4.7,60,17
822,211,26376,5,25,16
771,349,41125,4.81,80,33
844,21,88059,3.22,27,3
771,330,26595,4.77,64,35
1140,598,7713,5,34,18
1060,213,3808,3.75,4,3
1126,591,5284,4.5,16,6
1086,147,8978,5,10,5
1121,300,11182,4.73,33,43
1124,192,2686,4.8,10,5
1117,117,893,3.33,3,1
1142,570,7484,4.83,23,23
1124,215,2257,5,6,5
1037,50,43659,4.77,39,73
1128,405,9085,4.86,28,25
1149,566,9665,4.9,49,53
1140,593,9109,4.83,46,17
1127,598,4551,5,15,16
1122,600,7197,4.86,14,3
1143,600,3386,5,15,9
595,94,40083,4.36,47,50
513,18,19430,3.29,7,12
799,25,275724,4.61,38,16
647,30,150771,3.82,17,2
785,329,4975,5,3,3
835,37,46761,4.69,13,6
800,15,44925,4.75,8,2
837,4,127276,3.87,23,7
865,31,6649,2,1,1
875,5,6736,3.4,5,1
1248,72,416,5,10,8
1248,96,365,4.94,16,3
1247,395,232,3.67,3,1
1242,91,397,3,8,0
1248,35,432,5,3,1
1248,43,215,4.93,15,7
1248,20,1288,5,10,7
866,41,22402,4.83,36,34
1233,359,1860,4.33,6,3
1237,296,1308,5,4,15
1228,60,993,4.92,12,9
918,79,1720,3.67,3,4
1248,332,5540,4.97,29,22
1248,90,1180,4.94,32,22
1250,238,768,4.95,19,10
1248,30,657,5,2,1
1215,87,28,0,0,0
1248,40,94,5,1,2
1230,40,1387,0,0,8
723,186,320,0,0,0
724,233,233,3,2,1
559,292,460,2,4,0
1056,24,397,5,3,0
727,156,87,0,0,0
1021,207,420,5,1,1
1096,86,66,1,2,0
949,34,172,0,0,1
1026,185,74,5,1,0
969,108,32,0,0,1
910,14,400,0,0,0
692,11,68,0,0,0
1112,74,135392,4.1,86,48
1191,476,14366,4.17,18,28
1091,138,1942,4,7,4
1133,77,818,4.2,5,50
1116,169,74412,3.92,40,43
1129,86,146,0,0,0
1092,68,86306,4.29,58,0
834,367,80370,4.91,204,154
540,234,59640,4.8,76,18
613,372,147703,4.89,378,336
1071,99,116625,4.92,144,138
836,219,570833,4.91,1501,1008
602,277,10319,4.74,43,12
986,233,29742,4.82,71,49
1120,175,26041,4.82,85,37
785,213,11785,4.94,31,18
602,452,89052,4.92,230,198
661,116,18157,4.47,15,15
917,174,16643,4.98,47,22
567,393,68023,4.8,168,128
754,214,29923,4.96,76,27
835,292,74840,4.84,199,163
904,250,5266,4.79,43,34
893,110,42023,4.83,125,141
855,89,3190,3.67,6,4
687,183,5834,5,21,6
785,237,18762,4.9,109,97
880,353,12906,4.65,99,126
592,549,47280,4.9,180,106
1115,226,9837,4.47,30,70
972,188,10619,3.32,31,59
1045,423,4325,4.73,26,18
941,201,4920,5,40,34
826,393,9838,4.88,59,54
941,250,11899,4.89,38,38
834,83,22454,4.92,74,64
983,358,3855,4.94,17,7
476,226,13222,3.54,39,31
861,262,3525,2.22,18,12
1175,217,1398,5,3,2
1080,354,2582,5,11,11
1014,269,2894,4.53,17,12
1148,288,852,5,5,5
824,284,5668,5,28,14
1164,254,2583,4.86,36,36
1085,452,2901,4.96,25,9
1197,463,411,3.75,4,1
1081,213,3674,5,9,21
1171,259,716,5,5,3
1133,279,1094,5,7,1
978,214,5222,5,28,17
964,274,1175,5,6,4
836,45,15416,5,46,37
939,172,2339,4.78,27,26
800,256,10408,4.82,74,63
767,549,4797,5,23,25
820,270,4318,5,15,8
455,271,17425,4.93,83,36
1077,136,5629,2.96,45,408
1078,334,2222,5,18,25
1226,560,340,5,14,8
842,66,9806,5,21,4
889,293,18548,3.74,119,190
1237,431,1314,2.59,27,6
1248,470,159,4.47,15,10
1173,512,947,4.35,37,35
1053,490,27997,4.06,179,339
1066,40,44822,4.02,47,42
864,414,27357,4.97,38,27
1147,159,8641,3.32,149,183
1209,76,15,0,0,0
580,34,9265,4.92,13,3
1200,97,599,2.14,7,74
1246,330,96,5,4,4
1077,286,1595,4.02,42,30
1241,537,40,3,6,0
864,599,10571,4.19,93,165
1144,242,4269,4.54,70,43
873,222,6475,3.43,60,90
1043,57,3815,3.86,7,7
867,246,32663,4.56,179,452
1052,314,2060,4.2,25,97
966,502,6805,4,8,5
784,224,9132,4.47,72,59
594,120,188180,3.9,677,13211
967,30,1549,4.2,15,17
1043,202,6949,4.66,29,15
1089,520,2239,3.88,32,31
989,241,5075,4.83,24,5
874,214,79311,4.88,248,75
748,135,122365,4.87,119,104
827,165,238840,4.67,437,896
875,206,153536,4.86,288,176
823,153,221123,4.83,331,429
886,244,186259,4.81,327,279
913,195,187548,4.75,367,472
642,261,59423,4.85,169,265
856,157,249792,4.74,377,575
946,305,30942,4.79,66,69
819,201,289859,4.66,290,235
900,248,52594,4.72,192,141
886,179,127467,4.76,205,181
1135,245,28508,4.94,64,40
677,224,94992,4.66,136,90
877,115,47040,4.79,87,90
781,206,68786,4.58,176,143
732,184,77951,4.46,123,78
1047,627,4775,3.71,68,165
1094,655,2061,4.92,39,8
1047,632,1472,4.75,16,33
1049,605,663,5,6,5
768,395,6905,4.83,12,4
1079,156,1582,3.27,67,80
834,65,27303,3.81,16,29
1055,481,627,5,6,11
1015,10,1672,3,2,2
800,274,5486,5,13,4
1117,525,873,5,8,2
1057,143,2699,4.88,16,8
1056,637,777,4.6,10,17
1075,113,1300,2.33,3,5
1117,443,396,5,8,0
1049,655,1508,4.71,14,55
1004,232,4264,4.67,6,3
1163,645,298,4.67,6,5
1159,512,6378,3.53,66,147
874,559,11478,4.23,83,117
1187,195,2207,4.21,24,7
696,122,5742,2.69,26,102
1206,440,738,4.49,47,27
1211,30,253,3.71,7,2
1206,191,533,4.47,15,9
1171,172,735,5,9,5
1122,269,427,4.43,7,2
1206,221,736,4.06,17,5
1216,315,308,3.91,11,3
1203,90,109088,4.9,282,63
1144,142,9649,4.11,18,12
1232,208,1247,4.6,10,1
1122,171,12175,4.36,33,10
1232,211,1018,4.44,9,2
1233,71,3347,3.73,15,10
1161,59,184,5,1,0
976,92,558,5,2,0
938,154,21265,3.9,63,45
1107,74,14659,3.91,11,2
1232,97,1541,4.69,13,1
1190,65,10729,4.28,29,24
1199,193,243,4,1,1
1099,244,25575,2.76,63,62
1228,45,5504,4.55,22,12
1090,66,214,5,1,0
978,45,801,0,0,2
1196,210,9286,4.34,32,9
1020,248,102,5,2,7
1073,196,449,5,2,6
1020,244,118,5,3,9
1040,98,246,5,4,7
785,205,2857,4.84,19,17
1041,184,400,5,1,3
1012,410,388,5,5,5
882,149,4972,4.83,12,24
1075,115,100,0,0,1
761,224,23440,4.89,62,73
1073,197,636,4.67,6,1
1040,111,98,0,0,0
339,203,487458,4.88,663,304
611,183,138216,4.18,89,24
1011,261,2647,5,2,5
631,326,2420,5,3,5
407,335,748,5,9,7
1028,95,9055,2.8,10,13
528,280,1517,3.67,6,14
588,171,6576,3.5,20,4
659,225,5494,4.33,24,23
551,252,2436,3.57,7,10
1124,131,9312,4.76,17,46
1094,103,55,0,0,1
1140,602,394,0,0,0
505,29,17518,2.78,9,3
1101,117,133,5,1,0
1092,343,36,1,1,0
1100,32,67,5,1,1
1039,274,764,3,2,7
979,216,5273,4.38,24,28
1249,59,16,0,0,0
1102,57,126,0,0,0
1098,132,595,5,20,13
1102,210,581,0,0,0
1135,242,142,5,1,1
1160,58,570,0,0,2
491,3,42268,5,23,24
1181,17,3652,5,6,0
1180,10,5662,5,7,2
1156,13,788,0,0,3
1183,3,1105,5,3,2
1153,4,5085,4.33,3,1
1162,4,2184,4,1,0
986,9,1282,5,1,1
1176,12,1605,5,3,4
1156,9,4694,5,11,6
1093,4,4669,5,2,1
1175,10,1113,5,6,3
1165,4,1137,4.5,2,1
1126,8,1208,5,2,1
556,2,26149,3.55,40,19
1159,34,1234,5,3,2
1159,11,2570,4.83,6,6
1174,10,2005,5,4,3
1153,4,817,0,0,2
1159,7,748,5,2,1
1165,7,776,5,2,0
1042,73,10550,3.83,30,20
1157,16,1775,5,7,2
792,36,6738,4.71,14,6
1156,10,718,5,5,4
1156,9,4129,5,2,0
1150,9,1364,5,3,2
866,9,15530,4.83,18,6
698,153,4102,4,4,20
1008,11,5732,4.67,6,7
1213,11,1198,0,0,1
1211,13,1696,5,3,3
1221,24,821,4.75,4,0
1027,8,5265,5,5,3
1208,28,1866,5,6,11
897,95,35413,4.77,71,58
1058,30,5165,5,10,10
1075,227,10703,4.71,14,17
1242,14,1311,5,7,11
1229,8,387,5,6,2
1211,12,929,5,2,0
1170,11,1368,4.8,5,2
1148,14,2761,5,3,2
1109,10,5363,4.8,5,22
1197,8,3016,5,3,7
637,11,44418,5,63,66
1011,14,4108,5,9,15
933,15,1042,5,1,1
1111,7,7046,3.67,3,8
1167,42,1574,5,4,0
1202,14,2770,4.2,5,8
1186,64,1568,4.83,6,2
612,28,10840,4.93,29,31
1181,16,1351,5,1,2
1174,26,2692,5,4,4
1180,11,1946,5,5,2
1181,19,2125,5,1,0
1105,71,11566,5,7,15
888,30,7643,5,5,4
1181,3,3186,5,4,1
1181,8,6685,5,6,3
1153,299,1875,4.71,7,7
605,30,20015,4.94,35,29
1181,11,4041,5,8,15
1174,42,952,5,3,2
1204,13,1607,5,2,1
1216,12,723,5,3,0
1127,5,3727,5,1,1
1172,4,1047,0,0,0
1228,543,671,0,0,0
1158,8,7086,5,8,3
1160,13,4129,3.75,4,4
1125,12,1315,5,2,1
870,30,1305,5,3,2
836,6,3276,4.5,6,8
878,10,618,5,1,1
867,20,42899,3.58,77,30
633,3,1774,4.6,5,0
1012,13,1228,3,1,5
923,115,956,5,1,5
702,31,3798,4.11,9,8
922,6,771,5,1,0
833,66,2362,5,5,1
659,20,14851,4.83,23,32
633,5,1880,4.33,3,1
914,4,16250,4.33,15,6
880,5,421,4,4,0
1012,10,533,5,1,1
689,127,2267,5,1,9
607,30,815,5,2,1
633,4,1192,5,2,0
1021,30,248,0,0,0
1174,7,2126,5,4,7
1181,4,1613,5,3,1
1162,33,2729,5,6,1
1102,122,2677,5,5,6
1094,11,1616,5,1,0
1159,5,2073,4.8,5,2
1163,6,1093,5,6,4
1240,4,423,5,2,1
1160,9,10190,5,2,0
728,48,283,1,1,0
861,122,10319,4.95,21,19
841,239,259,3,2,1
650,183,65310,4.62,120,129
631,54,1122,4.4,5,6
816,24,320,5,1,0
1140,17,63,0,0,0
949,91,229,4.67,3,1
972,82,249,5,2,0
974,56,1245,4.5,2,0
596,77,3511,4.6,15,11
1140,86,31,0,0,0
1031,32,170,5,2,2
489,45,1913,3.67,3,3
1106,28,413,3,1,1
1099,80,401,3.75,4,0
777,29,225,5,1,0
849,56,240,0,0,0
878,44,14320,4.9,50,44
864,40,3696,4.86,7,7
638,61,6507,4.67,12,22
636,63,1096,4.4,5,4
912,56,3893,3.22,9,12
825,86,500,4,1,7
810,65,7295,5,9,10
775,59,1010,4.5,2,4
447,41,7154,4.75,20,13
678,29,1237,0,0,0
833,41,519,0,0,1
823,30,5619,5,10,10
1093,58,532,4.33,3,3
891,73,228,5,1,1
604,86,334,5,2,2
890,12,618,3,2,0
1014,47,147,0,0,0
695,32,64,0,0,1
932,91,119,0,0,1
1102,406,168,5,1,0
477,29,1301,3,3,0
725,20,176,0,0,1
830,252,379,4,2,9
626,80,267,0,0,0
429,15,1862,4.75,4,4
1031,14,69,5,1,0
1100,345,559,5,2,0
0,372,83667,4.44,545,429
551,255,44082,4.79,120,119
1102,200,609,4.88,25,28
1241,31,81,5,1,1
1191,153,242,0,0,0
1243,14,40,1,1,0
1240,36,15,4,1,1
1149,145,1064,1.67,3,1
774,519,58312,4.81,88,49
814,385,4089,5,6,0
873,55,9474,5,1,0
862,686,6699,5,4,0
885,401,1153,4.67,3,5
967,122,20491,4.75,20,15
725,169,8896,4.89,9,8
899,510,3487,5,10,6
1072,205,14151,4.73,15,19
1050,592,4590,4.44,9,9
876,84,128076,3.97,59,74
837,157,742,0,0,0
855,368,3094,5,6,10
977,598,4081,4.69,13,12
1207,191,798,5,5,2
1145,208,661115,4.75,1316,533
1237,133,343,5,6,3
1234,187,184,5,3,4
1233,220,96,0,0,0
1232,125,1584,5,8,2
1190,225,691,5,7,6
1104,60,12331,4.1,10,10
1167,109,173,5,1,0
1201,227,229,5,1,3
1236,82,113,0,0,1
932,265,5643,2.94,17,9
1240,153,940,3.12,8,0
1237,225,331,5,2,2
1237,254,322,4,8,17
1235,256,301,5,4,3
1225,305,112,5,1,1
1234,147,630,5,5,0
1229,76,14,0,0,0
877,438,2683,4.86,7,3
1233,196,88,4.75,8,6
1232,143,63,0,0,0
1249,185,89,5,4,0
1237,306,91,4.5,2,0
1224,243,1551,4,1,1
1231,288,1036,5,2,9
1031,229,592,5,1,0
921,425,487,0,0,1
898,330,3619,5,2,4
457,187,6658,2.93,14,6
1109,313,1031,3.67,3,1
1068,344,409,0,0,0
746,190,14428,4.95,22,24
903,126,765,5,1,2
969,430,424,0,0,0
896,200,363,0,0,0
898,383,11955,4.5,8,16
937,503,468,0,0,0
998,162,598,0,0,1
898,346,1940,3,2,3
1056,428,1516,0,0,3
898,368,28104,4.18,17,30
783,255,610,4.67,3,6
1099,493,2142,5,5,6
905,44,284,0,0,0
1079,297,930,5,1,2
1032,83,163,0,0,1
1072,239,722,0,0,4
1079,147,497,0,0,1
937,21,291,0,0,0
586,101,459,0,0,1
771,106,213,0,0,1
1032,8,106,0,0,0
1072,240,1538,0,0,1
1080,363,550,0,0,4
1076,239,441,0,0,1
923,25,10685,5,5,34
920,99,182,1,1,1
526,188,4521,4.73,15,0
922,67,515,0,0,0
631,127,4476,5,7,8
865,116,1732,5,4,8
674,144,11483,4.33,15,25
927,287,1856,5,5,8
1046,199,7077,4.11,9,31
972,220,7982,3.5,6,19
864,240,1659,4,3,4
943,17,108,0,0,0
876,162,133,0,0,0
731,205,214,0,0,2
1035,337,307,3,2,8
1016,32,106,0,0,0
1053,145,766,4,1,3
867,548,278,0,0,0
1087,135,302,0,0,0
739,38,513,4,1,2
1123,278,196,5,1,4
902,506,30915,4.47,30,21
1083,147,6609,4.64,22,14
1070,132,19293,4.7,27,18
1196,181,18036,4.86,81,41
1154,235,1228,5,2,0
1148,233,1348,5,5,2
1085,448,3126,5,3,10
1050,219,26297,4.98,54,81
1233,223,1557,5,5,2
1117,230,3447,5,3,0
979,134,2685,5,8,4
972,141,23778,4.8,201,384
982,319,23809,4.84,82,73
1011,225,4160,4.71,17,3
1000,64,3738,4,7,4
1132,216,5149,4.94,17,5
980,51,6734,5,10,5
1018,251,6347,4.77,26,11
980,414,1443,4.91,11,3
634,263,9263,4.76,37,22
1233,174,1079,4.2,15,25
1247,204,6941,4.74,368,367
1248,145,1299,4.8,30,34
1250,398,792,5,3,2
1248,224,83,0,0,0
1233,22,21827,4.92,172,245
1212,186,159,3.33,6,1
1233,155,423,5,1,9
1104,253,17952,4.89,89,81
1208,220,368,5,3,5
1235,231,296,4.67,3,7
1234,169,42,0,0,0
1250,63,1748,4.12,8,14
1055,282,7184,3.56,9,14
1242,345,82,5,1,4
1026,31,501,3,2,5
1193,102,71,0,0,0
1246,38,85,5,1,6
1163,412,346,5,2,2
1011,70,15756,4.63,19,15
1230,108,98,4.67,3,3
1209,196,61,5,3,3
1127,75,28,0,0,1
1211,29,515,1,1,4
1210,378,925,4.58,19,15
1214,196,908,4.45,20,13
1074,520,4984,4.81,31,16
1249,475,2544,4.72,32,38
841,230,6419,4.32,19,8
915,126,2036,4.31,26,21
1079,297,1031,4.22,9,0
1100,185,1824,4.53,17,24
1200,106,2182,4.69,26,31
1161,244,87,0,0,1
1205,39,1093,1,2,15
1029,482,1181,4.85,13,8
609,121,6709,4.17,6,8
1049,32,447,3,2,2
1234,178,481,4.77,13,12
1004,48,3058,4.88,24,64
1165,382,277,5,5,5
824,320,1454,5,5,7
1088,257,1341,4,1,3
1083,302,704,5,3,2
1149,498,154,4.5,2,0
1031,589,307,5,4,0
1076,142,334,5,2,1
1073,598,4064,5,6,5
876,594,4363,4.67,12,16
1164,39,426,4,2,0
1109,369,203,5,1,1
1008,134,1696,5,1,1
877,620,8277,4.14,69,50
1106,644,112,5,1,1
1118,322,1676,0,0,1
938,140,8074,0,0,0
600,595,55982,4.91,418,137
554,500,34172,4.92,177,65
579,329,39404,4.92,376,75
867,1501,109843,4.93,853,552
583,312,79103,4.92,615,298
580,339,43450,4.95,386,80
974,139,7500,5,24,5
1069,396,4393,5,36,19
584,579,62437,4.92,569,144
580,560,70314,4.92,610,256
578,571,91398,4.9,601,275
600,294,61381,4.92,382,80
600,597,53011,4.91,417,168
580,599,47362,4.92,451,138
554,500,28166,4.85,130,66
575,594,51474,4.92,423,138
867,1500,120823,4.92,853,584
966,139,6991,4.77,22,5
583,595,62110,4.89,530,212
1190,602,4686,4.89,38,6
1190,178,3869,4.9,41,12
1190,541,4309,5,39,20
1193,557,4994,4.85,47,18
1191,421,4751,5,31,10
1187,347,3732,5,31,5
1186,375,3999,4.97,33,8
1183,492,2647,4.89,9,2
1184,415,3994,5,31,6
1185,633,5118,4.95,43,12
1150,497,12346,4.88,108,18
1191,290,4590,5,42,12
1192,610,4967,5,51,18
980,539,66326,4.93,413,145
1149,503,11572,4.93,102,42
831,171,41425,4.91,391,231
1025,242,1729,4.67,24,8
1044,188,1819,4.83,18,9
881,294,4292,4.92,40,22
1058,185,1208,4.86,7,6
1026,62,851,4.25,4,1
1027,196,1903,4.36,14,18
695,1501,146721,4.9,1031,544
864,1499,103002,4.92,671,531
1239,445,508,4.86,7,0
1239,420,514,4.92,12,1
1239,425,569,5,13,2
1239,459,420,4.8,5,0
1241,409,592,5,6,0
1202,403,1301,4.6,10,0
1238,374,747,4.57,7,1
1240,430,644,5,6,2
1202,471,1023,4.8,10,2
1198,340,879,4.2,5,0
1249,388,326,5,7,0
1202,450,1328,4.64,14,0
1238,433,504,5,5,0
1248,490,315,5,5,0
1240,457,583,4.9,10,1
1240,427,460,4.8,5,0
1238,404,580,4.9,10,0
1247,471,322,4.8,5,0
1239,460,443,5,7,1
1248,400,398,5,2,0
1247,428,363,5,4,0
1247,475,375,5,7,1
1248,631,867,5,18,1
867,462,20471,4.91,82,29
1247,431,413,5,5,0
1248,438,323,5,3,0
1220,555,1203,5,10,3
1248,418,587,5,9,2
1249,414,304,5,3,0
1247,440,417,5,3,1
1247,426,357,5,3,0
1248,438,327,5,3,0
1096,562,6833,5,23,4
1250,390,433,5,7,1
1248,487,302,5,3,0
1249,475,315,5,4,1
1248,600,122,5,3,0
1248,411,311,5,3,0
1245,528,529,4.83,6,2
1007,275,3645,4.94,18,4
1248,391,427,5,7,0
1249,446,280,5,4,0
1197,333,2143,5,6,2
1223,421,1138,5,8,3
1198,458,1431,5,11,1
875,545,1607,5,5,0
1224,399,1027,5,6,2
1223,366,989,5,6,1
1007,464,5134,4.89,18,3
1222,392,967,4.78,9,4
1222,449,943,4.86,7,0
1175,131,552,5,2,3
1223,485,896,5,7,2
688,292,29405,4.77,66,31
1224,363,1357,5,9,3
1198,476,985,5,8,2
1057,291,3383,5,6,5
1198,440,1114,5,5,0
1146,586,429,5,1,0
875,643,1169,4.2,5,0
548,126,78603,4.93,75,36
1197,515,717,4.8,5,3
978,539,16529,4.96,51,25
1224,511,840,5,8,3
1199,504,465,5,3,0
1208,406,880,4.89,9,0
1223,395,908,5,8,2
1198,399,1620,4.82,11,3
1238,425,642,5,7,3
1234,508,229,5,4,1
1208,313,1500,5,14,1
1198,342,1300,4.91,11,1
1214,373,1045,4.89,9,2
943,599,253,0,0,0
941,495,298,0,0,0
943,395,105,0,0,0
942,511,117,0,0,0
943,426,156,0,0,0
942,409,96,0,0,0
1197,424,303,5,1,1
1166,600,215,0,0,0
941,509,95,0,0,0
1228,649,1304,5,6,0
1173,591,1056,4.2,5,0
1232,186,622,5,6,1
1246,193,706,4.11,9,1
1228,437,973,5,8,0
1228,531,251,5,4,0
1218,128,959,5,1,0
1173,440,825,5,2,2
1228,544,145,5,3,0
955,89,550,0,0,0
1196,512,205,0,0,0
1255,91,16,0,0,0
1201,14,49,0,0,0
1255,91,83,0,0,0
665,558,1563,5,1,0
1248,355,465,5,1,0
665,234,524,5,1,1
1175,314,581,5,8,0
1212,90,66,0,0,0
1095,39,3586,5,2,1
1181,509,2325,5,2,0
1007,449,3755,5,1,0
694,576,10812,5,5,0
1119,242,1604,0,0,0
1157,600,3092,5,4,0
1099,85,198,0,0,0
832,562,6615,5,6,1
1175,461,6099,4.33,6,8
1186,557,1786,5,2,0
1028,79,49244,3.1,10,4
1185,277,1098,5,6,0
1253,109,63,0,0,0
1252,252,3585,4.75,4,0
1253,77,2149,5,3,0
1253,37,3277,4.8,10,3
1253,82,16,0,0,0
1253,293,26,0,0,0
1253,184,2072,4.62,16,3
1252,419,6441,5,6,2
1253,134,23261,4.86,442,161
1253,348,643,5,4,1
1253,311,5523,4.5,10,3
1034,16,35942,3.44,18,11
1034,33,1715,0,0,0
1029,123,1253,4.2,5,0
1025,166,1539,4,4,0
1032,90,13323,3.5,8,0
1046,172,1938,5,2,0
1018,225,1255,5,4,0
1036,158,1660,5,1,1
1039,163,631,5,3,0
1023,240,887,4.2,5,0
1037,130,410,5,3,0
1032,92,306,0,0,0
1077,165,2320,5,3,0
603,70,4856,4.67,3,3
1035,173,470,5,4,0
693,84,1320,0,0,0
1216,629,167,0,0,0
692,130,3597,0,0,0
691,107,865,5,1,0
1196,306,67,0,0,0
814,249,3049,1,1,0
693,79,1419,0,0,0
1204,218,231,5,1,0
1224,586,76,5,1,0
692,123,2842,0,0,0
1131,600,162,0,0,0
1059,172,6524,5,6,3
792,23,1453,3,2,2
1091,200,1860,0,0,0
1141,130,143,0,0,0
1044,183,23041,5,25,18
435,63,6752,4.88,8,3
763,107,5351,4,9,4
1006,57,19965,5,17,8
383,69,113926,4.48,250,143
511,59,94266,4.89,61,17
779,100,7268,4,10,6
646,82,17504,4.2,5,2
465,173,34239,4.53,83,39
648,121,5857,4.41,17,6
371,31,26392,3.34,89,24
871,243,14154,4.64,11,8
569,64,6377,4.77,13,4
1008,266,4249,4.2,5,2
644,35,5102,4.38,8,4
809,59,5000,3.67,6,10
1045,323,10379,5,5,4
1069,229,3748,5,5,1
1020,279,7299,5,6,1
770,256,12307,4.62,16,5
908,350,10260,4,8,0
738,242,13506,5,3,3
848,239,6372,4.6,5,1
721,262,20313,4.2,5,0
461,289,583,0,0,0
467,281,8223,5,11,4
758,272,12280,4.93,14,2
1089,260,5343,4.67,3,0
1234,247,10976,5,15,11
1043,287,1154,0,0,0
1088,244,694,3,1,0
977,308,1716,3,2,1
1059,284,6937,4.6,5,1
1018,277,2912,5,5,0
672,30,2581,5,1,0
747,258,42826,5,10,7
1161,190,2877,3.67,3,0
1081,248,6174,5,1,1
459,260,300499,4.82,144,36
1018,255,7177,4.67,3,2
973,109,1132,0,0,1
558,310,12462,5,10,3
749,287,33350,4.79,24,9
578,150,5575,5,4,0
572,566,22704,5,7,2
903,193,10419,5,7,2
573,364,15172,5,5,2
750,263,965,5,1,0
578,180,3722,5,4,0
600,317,6526,5,5,3
578,297,11030,5,12,5
596,110,8763,4,4,4
561,288,3522,4.83,6,2
572,309,6008,5,3,1
577,364,11344,4.75,4,2
1195,304,507,0,0,0
967,315,8042,5,1,0
1131,287,8140,5,1,2
1131,214,1585,0,0,0
1137,216,4348,5,2,0
1156,273,372,5,1,0
1195,331,162,0,0,0
1175,240,1022,5,1,1
1070,308,683,5,1,0
742,146,10377,5,1,0
741,17,1874,5,2,2
741,63,3111,0,0,0
1127,28,37390,4.12,17,14
1070,368,604,0,0,0
742,113,5607,4,1,0
1023,449,1266,0,0,0
741,20,4336,3,1,0
1140,622,422,0,0,0
1118,254,30305,5,2,0
995,236,710,0,0,0
1034,194,1206,0,0,0
741,27,5293,0,0,0
969,114,4154,5,6,3
1066,246,1259,5,2,5
1036,72,6964,4.36,33,35
1044,255,556,5,1,1
1054,174,144,3.86,7,8
1007,248,1539,2.43,14,24
1243,271,37,0,0,1
1245,166,79,5,1,1
1244,309,37,5,1,1
1246,256,20,5,1,1
1244,55,438,5,4,2
1244,199,32,0,0,1
1240,310,48,5,1,1
1242,312,26,5,1,1
1244,246,36,0,0,1
1201,252,7,0,0,0
842,227,6022,4.7,33,22
1024,261,975,4.5,16,6
998,206,2219,5,5,3
944,181,21175,4.84,126,121
771,254,7494,4.73,26,25
860,250,1397,4.8,10,5
915,241,706,5,6,5
709,242,595,0,0,0
